Sensor_PK,ClimateFK,endDateTime,id,startDateTime,MeterFK,manufacturer,model,SpaceFK,PlugFK,RadiatorFK,BuildingFK
1234,,2014-06-29T22:30:01Z,Sensor662,2014-01-10T06:00:01Z,,Maxim,iButton,,,186.0,
1235,,2014-12-12T10:00:01Z,Sensor663,2014-07-08T10:00:01Z,,Maxim,iButton,,,186.0,
1236,,2015-06-01T02:30:01Z,Sensor664,2014-12-12T10:00:01Z,,Maxim,iButton,,,186.0,
1237,,2014-06-29T22:30:01Z,Sensor683,2014-01-10T06:00:01Z,,Maxim,iButton,,,187.0,
1238,,2014-12-12T10:00:01Z,Sensor684,2014-07-08T10:00:01Z,,Maxim,iButton,,,187.0,
1239,,2015-06-01T02:30:01Z,Sensor685,2014-12-12T10:00:01Z,,Maxim,iButton,,,187.0,
1240,,2014-06-29T22:30:01Z,Sensor653,2014-01-10T06:00:01Z,,Maxim,iButton,,,188.0,
1241,,2014-12-12T10:00:01Z,Sensor654,2014-07-08T10:00:01Z,,Maxim,iButton,,,188.0,
1242,,2015-06-01T02:30:01Z,Sensor655,2014-12-12T10:00:01Z,,Maxim,iButton,,,188.0,
1243,,2014-06-29T22:30:01Z,Sensor642,2014-01-10T06:00:01Z,,Maxim,iButton,,,189.0,
1244,,2014-12-12T10:00:01Z,Sensor643,2014-07-08T10:00:01Z,,Maxim,iButton,,,189.0,
1245,,2015-06-01T02:30:01Z,Sensor644,2014-12-12T10:00:01Z,,Maxim,iButton,,,189.0,
1246,,2014-06-29T22:30:01Z,Sensor651,2014-01-10T06:00:01Z,,Maxim,iButton,,,190.0,
1247,,2014-12-26T00:30:01Z,Sensor652,2014-07-08T10:00:01Z,,Maxim,iButton,,,190.0,
1248,,2014-06-29T22:30:01Z,Sensor671,2014-01-10T06:00:01Z,,Maxim,iButton,,,191.0,
1249,,2014-12-12T10:00:01Z,Sensor672,2014-07-08T10:00:01Z,,Maxim,iButton,,,191.0,
1250,,2015-06-01T02:30:01Z,Sensor673,2014-12-12T10:00:01Z,,Maxim,iButton,,,191.0,
1251,,2014-06-30T00:30:01Z,Sensor674,2014-01-10T08:00:01Z,,Maxim,iButton,,,192.0,
1252,,2014-12-12T10:00:01Z,Sensor675,2014-07-08T10:00:01Z,,Maxim,iButton,,,192.0,
1253,,2015-06-01T02:30:01Z,Sensor676,2014-12-12T10:00:01Z,,Maxim,iButton,,,192.0,
1254,,2014-06-29T22:30:01Z,Sensor645,2014-01-10T06:00:01Z,,Maxim,iButton,,,193.0,
1255,,2014-12-12T10:00:01Z,Sensor646,2014-07-08T10:00:01Z,,Maxim,iButton,,,193.0,
1256,,2015-06-01T02:30:01Z,Sensor647,2014-12-12T10:00:01Z,,Maxim,iButton,,,193.0,
1257,,2014-06-29T22:30:01Z,Sensor692,2014-01-10T06:00:01Z,,Maxim,iButton,,,194.0,
1258,,2014-12-12T10:00:01Z,Sensor693,2014-07-08T10:00:01Z,,Maxim,iButton,,,194.0,
1259,,2015-06-01T02:30:01Z,Sensor694,2014-12-12T10:00:01Z,,Maxim,iButton,,,194.0,
1260,,2014-06-29T22:30:01Z,Sensor656,2014-01-10T06:00:01Z,,Maxim,iButton,,,195.0,
1261,,2014-12-12T10:00:01Z,Sensor657,2014-07-08T10:00:01Z,,Maxim,iButton,,,195.0,
1262,,2015-06-01T02:30:01Z,Sensor658,2014-12-12T10:00:01Z,,Maxim,iButton,,,195.0,
1263,,2014-09-18T18:22:00Z,Sensor1415,2014-08-29T15:41:00Z,,RWE,Contact sensor,,,,14.0
1264,,2014-09-11T15:27:00Z,Sensor1416,2014-08-24T12:55:00Z,,RWE,Contact sensor,,,,14.0
1265,,2015-04-27T11:55:00Z,Sensor1417,2014-08-22T17:13:00Z,,RWE,Contact sensor,,,,14.0
1266,,2015-04-26T13:23:00Z,Sensor1418,2014-08-22T17:13:00Z,,RWE,Contact sensor,,,,14.0
1267,,2015-05-06T23:30:00Z,Sensor1242,2014-01-02T00:00:00Z,30.0,Smart Metering Solutions,Replacement gas meter,,,,
1268,,2015-06-19T15:00:00Z,Sensor1273,2014-03-06T16:30:00Z,31.0,CurrentCost,Mains clamp,,,,
1269,,2014-07-08T13:45:00Z,Sensor164,2014-01-18T06:00:00Z,,Onset,Hobo pendant,305.0,,,
1270,,2015-07-10T08:30:00Z,Sensor165,2014-07-08T14:00:00Z,,Onset,Hobo pendant,305.0,,,
1271,,2015-04-28T13:27:00Z,Sensor1354,2014-09-11T11:42:00Z,,RWE,Interior motion detector,305.0,,,
1272,,2014-07-08T14:00:00Z,Sensor170,2014-01-18T06:00:00Z,,Onset,Hobo U12,306.0,,,
1273,,2015-05-06T01:00:00Z,Sensor171,2014-07-08T14:00:00Z,,Onset,Hobo U12,306.0,,,
1274,,2015-04-28T13:22:00Z,Sensor1352,2014-09-11T11:39:00Z,,RWE,Interior motion detector,306.0,,,
1275,,2014-07-08T13:45:00Z,Sensor166,2014-01-18T06:00:00Z,,Onset,Hobo pendant,307.0,,,
1276,,2015-07-10T08:15:00Z,Sensor167,2014-07-08T14:00:00Z,,Onset,Hobo pendant,307.0,,,
1277,,2015-03-22T21:19:00Z,Sensor1353,2014-09-11T11:39:00Z,,RWE,Interior motion detector,307.0,,,
1278,,2014-07-08T14:00:00Z,Sensor168,2014-01-18T06:00:00Z,,Onset,Hobo U12,310.0,,,
1279,,2015-05-06T01:30:00Z,Sensor169,2014-07-08T14:00:00Z,,Onset,Hobo U12,310.0,,,
1280,,2015-04-28T13:40:00Z,Sensor1351,2014-09-11T11:41:00Z,,RWE,Interior motion detector,310.0,,,
1281,,2015-07-10T08:30:00Z,Sensor162,2014-07-08T14:00:00Z,,Onset,Hobo pendant,312.0,,,
1282,,2014-07-08T14:00:00Z,Sensor160,2014-01-18T06:00:00Z,,Onset,Hobo U12,313.0,,,
1283,,2015-05-06T01:00:00Z,Sensor161,2014-07-08T14:00:00Z,,Onset,Hobo U12,313.0,,,
1284,,2014-07-08T13:45:00Z,Sensor172,2014-01-18T06:00:00Z,,Onset,Hobo pendant,314.0,,,
1285,,2015-07-10T08:15:00Z,Sensor173,2014-07-08T14:00:00Z,,Onset,Hobo pendant,314.0,,,
1286,,2015-07-10T08:15:00Z,Sensor163,2014-07-08T14:00:00Z,,Onset,Hobo pendant,316.0,,,
1287,,2014-07-08T14:00:00Z,Sensor158,2014-01-18T06:00:00Z,,Onset,Hobo U12,317.0,,,
1288,,2015-05-06T01:30:00Z,Sensor159,2014-07-08T14:00:00Z,,Onset,Hobo U12,317.0,,,
1289,,2014-12-02T17:00:01Z,Sensor711,2014-07-08T15:00:01Z,,Maxim,iButton,,,196.0,
1290,,2015-05-22T09:30:01Z,Sensor712,2014-12-02T17:00:01Z,,Maxim,iButton,,,196.0,
1291,,2014-07-07T22:30:01Z,Sensor713,2014-01-18T06:00:01Z,,Maxim,iButton,,,197.0,
1292,,2014-12-02T17:00:01Z,Sensor714,2014-07-08T15:00:01Z,,Maxim,iButton,,,197.0,
1293,,2015-05-22T09:30:01Z,Sensor715,2014-12-02T17:00:01Z,,Maxim,iButton,,,197.0,
1294,,2014-12-02T17:00:01Z,Sensor722,2014-07-08T15:00:01Z,,Maxim,iButton,,,198.0,
1295,,2015-05-22T09:30:01Z,Sensor723,2014-12-02T17:00:01Z,,Maxim,iButton,,,198.0,
1296,,2014-07-07T22:30:01Z,Sensor724,2014-01-18T06:00:01Z,,Maxim,iButton,,,199.0,
1297,,2014-12-02T17:00:01Z,Sensor725,2014-07-08T15:00:01Z,,Maxim,iButton,,,199.0,
1298,,2015-05-22T09:30:01Z,Sensor726,2014-12-02T17:00:01Z,,Maxim,iButton,,,199.0,
1299,,2014-07-07T22:30:01Z,Sensor716,2014-01-18T06:00:01Z,,Maxim,iButton,,,200.0,
1300,,2014-12-02T17:00:01Z,Sensor717,2014-07-08T15:00:01Z,,Maxim,iButton,,,200.0,
1301,,2015-05-22T09:30:01Z,Sensor718,2014-12-02T17:00:01Z,,Maxim,iButton,,,200.0,
1302,,2014-12-02T17:00:01Z,Sensor730,2014-07-08T15:00:01Z,,Maxim,iButton,,,201.0,
1303,,2015-05-22T09:30:01Z,Sensor731,2014-12-02T17:00:01Z,,Maxim,iButton,,,201.0,
1304,,2014-07-07T22:30:01Z,Sensor719,2014-01-18T06:00:01Z,,Maxim,iButton,,,202.0,
1305,,2014-12-02T17:00:01Z,Sensor720,2014-07-08T15:00:01Z,,Maxim,iButton,,,202.0,
1306,,2015-05-22T09:30:01Z,Sensor721,2014-12-02T17:00:01Z,,Maxim,iButton,,,202.0,
1307,,2014-07-07T22:30:01Z,Sensor703,2014-01-18T06:00:01Z,,Maxim,iButton,,,203.0,
1308,,2014-12-02T17:00:01Z,Sensor704,2014-07-08T15:00:01Z,,Maxim,iButton,,,203.0,
1309,,2015-05-22T09:30:01Z,Sensor705,2014-12-02T17:00:01Z,,Maxim,iButton,,,203.0,
1310,,2014-12-02T17:00:01Z,Sensor706,2014-07-08T15:00:01Z,,Maxim,iButton,,,204.0,
1311,,2015-05-22T09:30:01Z,Sensor707,2014-12-02T17:00:01Z,,Maxim,iButton,,,204.0,
1312,,2014-07-07T22:30:01Z,Sensor698,2014-01-18T06:00:01Z,,Maxim,iButton,,,205.0,
1313,,2014-12-02T17:00:01Z,Sensor699,2014-07-08T15:00:01Z,,Maxim,iButton,,,205.0,
1314,,2015-05-22T09:30:01Z,Sensor700,2014-12-02T17:00:01Z,,Maxim,iButton,,,205.0,
1315,,2014-12-02T17:00:01Z,Sensor701,2014-07-08T15:00:01Z,,Maxim,iButton,,,206.0,
1316,,2015-05-22T09:30:01Z,Sensor702,2014-12-02T17:00:01Z,,Maxim,iButton,,,206.0,
1317,,2014-07-07T22:30:01Z,Sensor727,2014-01-18T06:00:01Z,,Maxim,iButton,,,207.0,
1318,,2014-12-02T17:00:01Z,Sensor728,2014-07-08T15:00:01Z,,Maxim,iButton,,,207.0,
1319,,2015-05-22T09:30:01Z,Sensor729,2014-12-02T17:00:01Z,,Maxim,iButton,,,207.0,
1320,,2014-07-07T22:30:01Z,Sensor708,2014-01-18T06:00:01Z,,Maxim,iButton,,,208.0,
1321,,2014-12-02T17:00:01Z,Sensor709,2014-07-08T15:00:01Z,,Maxim,iButton,,,208.0,
1322,,2015-05-22T09:30:01Z,Sensor710,2014-12-02T17:00:01Z,,Maxim,iButton,,,208.0,
1323,,2014-07-07T22:30:01Z,Sensor695,2014-01-18T06:00:01Z,,Maxim,iButton,,,209.0,
1324,,2014-12-02T17:00:01Z,Sensor696,2014-07-08T15:00:01Z,,Maxim,iButton,,,209.0,
1325,,2015-05-22T09:30:01Z,Sensor697,2014-12-02T17:00:01Z,,Maxim,iButton,,,209.0,
1326,,2015-04-28T13:28:00Z,Sensor1287,2014-09-11T14:32:00Z,,RWE,Exterior motion detector,,,,15.0
1327,,2015-04-28T12:02:00Z,Sensor1419,2014-09-11T16:38:00Z,,RWE,Contact sensor,,,,15.0
1328,,2014-12-30T14:02:00Z,Sensor1420,2014-12-30T14:01:00Z,,RWE,Contact sensor,,,,15.0
1329,,2015-04-28T12:55:00Z,Sensor1421,2014-09-11T13:08:00Z,,RWE,Contact sensor,,,,15.0
1330,,2015-02-09T22:32:00Z,Sensor1422,2014-09-11T16:44:00Z,,RWE,Contact sensor,,,,15.0
1331,,2015-03-21T15:33:00Z,Sensor1423,2014-09-11T14:04:00Z,,RWE,Contact sensor,,,,15.0
1332,,2015-02-28T08:09:00Z,Sensor1438,2014-12-02T16:33:00Z,,RWE,Alarm,,,,15.0
1333,,2015-02-28T08:09:00Z,Sensor1449,2014-12-02T16:33:00Z,,RWE,Smoke detector,,,,15.0
1334,,2015-05-06T23:30:00Z,Sensor1243,2014-01-02T00:00:00Z,32.0,Smart Metering Solutions,Replacement gas meter,,,,
1335,,2015-05-24T12:00:00Z,Sensor1274,2014-03-07T11:00:00Z,33.0,CurrentCost,Mains clamp,,,,
1336,,2014-07-03T11:00:00Z,Sensor186,2013-12-21T06:00:00Z,,Onset,Hobo U12,322.0,,,
1337,,2015-08-06T15:15:00Z,Sensor187,2015-03-13T13:00:00Z,,Onset,Hobo pendant,322.0,,,
1338,,2015-04-28T13:43:00Z,Sensor1355,2014-07-23T14:58:00Z,,RWE,Interior motion detector,322.0,,,
1339,,2014-07-03T10:45:00Z,Sensor182,2013-12-21T06:00:00Z,,Onset,Hobo pendant,327.0,,,
1340,,2015-08-06T15:15:00Z,Sensor183,2014-07-03T11:00:00Z,,Onset,Hobo pendant,327.0,,,
1341,,2015-04-28T13:41:00Z,Sensor1357,2014-07-23T14:55:00Z,,RWE,Interior motion detector,327.0,,,
1342,,2014-07-03T11:00:00Z,Sensor184,2013-12-21T06:00:00Z,,Onset,Hobo U12,328.0,,,
1343,,2015-04-30T21:30:00Z,Sensor185,2014-07-03T11:00:00Z,,Onset,Hobo U12,328.0,,,
1344,,2015-04-28T13:38:00Z,Sensor1358,2014-07-23T15:07:00Z,,RWE,Interior motion detector,328.0,,,
1345,,2014-07-03T10:45:00Z,Sensor176,2013-12-21T06:00:00Z,,Onset,Hobo pendant,330.0,,,
1346,,2015-08-06T15:15:00Z,Sensor177,2014-07-03T11:00:00Z,,Onset,Hobo pendant,330.0,,,
1347,,2014-07-03T11:00:00Z,Sensor174,2013-12-21T06:00:00Z,,Onset,Hobo U12,331.0,,,
1348,,2015-04-30T22:00:00Z,Sensor175,2014-07-03T11:00:00Z,,Onset,Hobo U12,331.0,,,
1349,,2014-07-03T10:45:00Z,Sensor180,2013-12-21T06:00:00Z,,Onset,Hobo pendant,332.0,,,
1350,,2015-08-06T13:45:00Z,Sensor181,2014-07-03T11:00:00Z,,Onset,Hobo pendant,332.0,,,
1351,,2014-07-03T10:45:00Z,Sensor178,2013-12-21T06:00:00Z,,Onset,Hobo pendant,334.0,,,
1352,,2015-08-06T15:00:00Z,Sensor179,2014-07-03T11:00:00Z,,Onset,Hobo pendant,334.0,,,
1353,,2015-04-28T13:39:00Z,Sensor1356,2014-07-23T14:57:00Z,,RWE,Interior motion detector,336.0,,,
1354,,2014-07-03T11:00:00Z,Sensor188,2013-12-21T06:00:00Z,,Onset,Hobo U12,338.0,,,
1355,,2015-04-30T22:30:00Z,Sensor189,2014-07-03T11:00:00Z,,Onset,Hobo U12,338.0,,,
1356,,2015-04-28T13:14:00Z,Sensor1288,2014-07-23T14:56:00Z,,RWE,Exterior motion detector,342.0,,,
1357,,,Sensor1558,,,CurrentCost,Individual appliance monitor (IAM),,351.0,,
1358,,2014-06-06T22:30:01Z,Sensor756,2013-12-18T06:00:01Z,,Maxim,iButton,,,210.0,
1359,,2014-12-16T11:00:01Z,Sensor757,2014-07-03T11:00:01Z,,Maxim,iButton,,,210.0,
1360,,2015-06-05T03:30:01Z,Sensor758,2014-12-16T11:00:01Z,,Maxim,iButton,,,210.0,
1361,,2014-06-06T22:30:01Z,Sensor759,2013-12-18T06:00:01Z,,Maxim,iButton,,,211.0,
1362,,2014-12-16T11:00:01Z,Sensor760,2014-07-03T11:00:01Z,,Maxim,iButton,,,211.0,
1363,,2015-06-05T03:30:01Z,Sensor761,2014-12-16T11:00:01Z,,Maxim,iButton,,,211.0,
1364,,2014-06-09T22:30:01Z,Sensor750,2013-12-21T06:00:01Z,,Maxim,iButton,,,212.0,
1365,,2014-12-16T11:00:01Z,Sensor751,2014-07-03T11:00:01Z,,Maxim,iButton,,,212.0,
1366,,2015-06-05T03:30:01Z,Sensor752,2014-12-16T11:00:01Z,,Maxim,iButton,,,212.0,
1367,,2014-06-06T22:30:01Z,Sensor765,2013-12-18T06:00:01Z,,Maxim,iButton,,,213.0,
1368,,2014-12-16T11:00:01Z,Sensor766,2014-07-03T11:00:01Z,,Maxim,iButton,,,213.0,
1369,,2015-06-05T03:30:01Z,Sensor767,2014-12-16T11:00:01Z,,Maxim,iButton,,,213.0,
1370,,2014-06-09T22:30:01Z,Sensor744,2013-12-21T06:00:01Z,,Maxim,iButton,,,214.0,
1371,,2014-12-16T11:00:01Z,Sensor745,2014-07-03T11:00:01Z,,Maxim,iButton,,,214.0,
1372,,2015-06-05T03:30:01Z,Sensor746,2014-12-16T11:00:01Z,,Maxim,iButton,,,214.0,
1373,,2014-06-09T22:30:01Z,Sensor753,2013-12-21T06:00:01Z,,Maxim,iButton,,,215.0,
1374,,2014-12-16T11:00:01Z,Sensor754,2014-07-03T11:00:01Z,,Maxim,iButton,,,215.0,
1375,,2015-06-05T03:30:01Z,Sensor755,2014-12-16T11:00:01Z,,Maxim,iButton,,,215.0,
1376,,2014-06-06T22:30:01Z,Sensor735,2013-12-18T06:00:01Z,,Maxim,iButton,,,216.0,
1377,,2014-12-16T11:00:01Z,Sensor736,2014-07-03T11:00:01Z,,Maxim,iButton,,,216.0,
1378,,2015-06-05T03:30:01Z,Sensor737,2014-12-16T11:00:01Z,,Maxim,iButton,,,216.0,
1379,,2014-06-09T22:30:01Z,Sensor732,2013-12-21T06:00:01Z,,Maxim,iButton,,,217.0,
1380,,2014-12-16T11:00:01Z,Sensor733,2014-07-03T11:00:01Z,,Maxim,iButton,,,217.0,
1381,,2015-06-05T03:30:01Z,Sensor734,2014-12-16T11:00:01Z,,Maxim,iButton,,,217.0,
1382,,2014-06-06T22:30:01Z,Sensor741,2013-12-18T06:00:01Z,,Maxim,iButton,,,218.0,
1383,,2014-12-16T11:00:01Z,Sensor742,2014-07-03T11:00:01Z,,Maxim,iButton,,,218.0,
1384,,2015-06-05T03:30:01Z,Sensor743,2014-12-16T11:00:01Z,,Maxim,iButton,,,218.0,
1385,,2014-06-06T22:30:01Z,Sensor738,2013-12-18T06:00:01Z,,Maxim,iButton,,,219.0,
1386,,2014-12-16T11:00:01Z,Sensor739,2014-07-03T11:00:01Z,,Maxim,iButton,,,219.0,
1387,,2015-06-05T03:30:01Z,Sensor740,2014-12-16T11:00:01Z,,Maxim,iButton,,,219.0,
1388,,2014-06-06T22:30:01Z,Sensor747,2013-12-18T06:00:01Z,,Maxim,iButton,,,220.0,
1389,,2014-12-16T11:00:01Z,Sensor748,2014-07-03T11:00:01Z,,Maxim,iButton,,,220.0,
1390,,2015-06-05T03:30:01Z,Sensor749,2014-12-16T11:00:01Z,,Maxim,iButton,,,220.0,
1391,,2014-06-06T22:30:01Z,Sensor762,2013-12-18T06:00:01Z,,Maxim,iButton,,,221.0,
1392,,2014-12-16T11:00:01Z,Sensor763,2014-07-03T11:00:01Z,,Maxim,iButton,,,221.0,
1393,,2015-06-05T03:30:01Z,Sensor764,2014-12-16T11:00:01Z,,Maxim,iButton,,,221.0,
1394,,2015-04-28T10:47:00Z,Sensor1424,2014-07-23T15:38:00Z,,RWE,Contact sensor,,,,16.0
1395,,2015-04-28T13:13:00Z,Sensor1425,2014-08-20T10:23:00Z,,RWE,Contact sensor,,,,16.0
1396,,2015-01-12T11:51:00Z,Sensor1426,2014-07-23T15:41:00Z,,RWE,Contact sensor,,,,16.0
1397,,2015-03-11T10:52:00Z,Sensor1450,2015-03-11T10:52:00Z,,RWE,Smoke detector,,,,16.0
1398,,2015-05-06T23:30:00Z,Sensor1244,2014-01-02T00:00:00Z,34.0,Smart Metering Solutions,Replacement gas meter,,,,
1399,,2015-06-20T04:00:00Z,Sensor1275,2014-03-06T16:30:00Z,35.0,CurrentCost,Mains clamp,,,,
1400,,2014-07-09T10:30:00Z,Sensor204,2014-01-11T06:00:00Z,,Onset,Hobo U12,343.0,,,
1401,,2015-05-06T22:30:00Z,Sensor205,2014-07-09T11:00:00Z,,Onset,Hobo U12,343.0,,,
1402,,2015-04-28T13:35:00Z,Sensor1359,2014-10-14T15:09:00Z,,RWE,Interior motion detector,343.0,,,
1403,,2014-07-09T10:30:00Z,Sensor200,2014-01-11T06:00:00Z,,Onset,Hobo U12,345.0,,,
1404,,2015-05-06T22:30:00Z,Sensor201,2014-07-09T11:00:00Z,,Onset,Hobo U12,345.0,,,
1405,,2015-04-11T15:07:00Z,Sensor1361,2014-10-14T14:47:00Z,,RWE,Interior motion detector,345.0,,,
1406,,2014-07-09T10:45:00Z,Sensor198,2014-01-11T06:00:00Z,,Onset,Hobo pendant,346.0,,,
1407,,2015-07-13T08:15:00Z,Sensor199,2014-07-09T11:00:00Z,,Onset,Hobo pendant,346.0,,,
1408,,2015-04-28T13:42:00Z,Sensor1362,2014-10-14T15:20:00Z,,RWE,Interior motion detector,346.0,,,
1409,,2014-07-09T10:45:00Z,Sensor206,2014-01-11T06:00:00Z,,Onset,Hobo pendant,349.0,,,
1410,,2015-07-13T08:30:00Z,Sensor207,2014-07-09T11:00:00Z,,Onset,Hobo pendant,349.0,,,
1411,,2015-04-28T13:17:00Z,Sensor1360,2014-10-14T14:52:00Z,,RWE,Interior motion detector,349.0,,,
1412,,2014-07-09T10:45:00Z,Sensor192,2014-01-11T06:00:00Z,,Onset,Hobo pendant,350.0,,,
1413,,2015-07-13T08:30:00Z,Sensor193,2014-07-09T11:00:00Z,,Onset,Hobo pendant,350.0,,,
1414,,2014-07-09T10:30:00Z,Sensor190,2014-01-11T06:00:00Z,,Onset,Hobo U12,351.0,,,
1415,,2015-07-13T08:30:00Z,Sensor191,2014-07-09T11:00:00Z,,Onset,Hobo pendant,351.0,,,
1416,,2014-07-09T10:45:00Z,Sensor194,2014-01-11T06:00:00Z,,Onset,Hobo pendant,352.0,,,
1417,,2015-07-13T08:15:00Z,Sensor195,2014-07-09T11:00:00Z,,Onset,Hobo pendant,352.0,,,
1418,,2014-07-09T10:45:00Z,Sensor202,2014-01-11T06:00:00Z,,Onset,Hobo pendant,354.0,,,
1419,,2015-07-13T08:30:00Z,Sensor203,2014-07-09T11:00:00Z,,Onset,Hobo pendant,354.0,,,
1420,,2014-07-09T10:45:00Z,Sensor196,2014-01-11T06:00:00Z,,Onset,Hobo pendant,355.0,,,
1421,,2015-07-13T08:30:00Z,Sensor197,2014-07-09T11:00:00Z,,Onset,Hobo pendant,355.0,,,
1422,,,Sensor1559,,,CurrentCost,Individual appliance monitor (IAM),,368.0,,
1423,,,Sensor1567,,,CurrentCost,Individual appliance monitor (IAM),,369.0,,
1424,,,Sensor1560,,,CurrentCost,Individual appliance monitor (IAM),,370.0,,
1425,,,Sensor1561,,,CurrentCost,Individual appliance monitor (IAM),,371.0,,
1426,,,Sensor1562,,,CurrentCost,Individual appliance monitor (IAM),,372.0,,
1427,,,Sensor1563,,,CurrentCost,Individual appliance monitor (IAM),,373.0,,
1428,,,Sensor1564,,,CurrentCost,Individual appliance monitor (IAM),,374.0,,
1429,,,Sensor1565,,,CurrentCost,Individual appliance monitor (IAM),,375.0,,
1430,,,Sensor1566,,,CurrentCost,Individual appliance monitor (IAM),,377.0,,
1431,,2014-06-30T22:30:01Z,Sensor791,2014-01-11T06:00:01Z,,Maxim,iButton,,,222.0,
1432,,2014-12-02T11:00:01Z,Sensor792,2014-07-09T12:00:01Z,,Maxim,iButton,,,222.0,
1433,,2015-05-22T03:30:01Z,Sensor793,2014-12-02T11:00:01Z,,Maxim,iButton,,,222.0,
1434,,2014-06-30T22:30:01Z,Sensor785,2014-01-11T06:00:01Z,,Maxim,iButton,,,223.0,
1435,,2014-12-02T11:00:01Z,Sensor786,2014-07-09T12:00:01Z,,Maxim,iButton,,,223.0,
1436,,2015-05-22T03:30:01Z,Sensor787,2014-12-02T11:00:01Z,,Maxim,iButton,,,223.0,
1437,,2014-06-30T22:30:01Z,Sensor782,2014-01-11T06:00:01Z,,Maxim,iButton,,,224.0,
1438,,2014-12-02T11:00:01Z,Sensor783,2014-07-09T12:00:01Z,,Maxim,iButton,,,224.0,
1439,,2015-05-22T03:30:01Z,Sensor784,2014-12-02T11:00:01Z,,Maxim,iButton,,,224.0,
1440,,2014-06-30T22:30:01Z,Sensor794,2014-01-11T06:00:01Z,,Maxim,iButton,,,225.0,
1441,,2014-12-02T11:00:01Z,Sensor795,2014-07-09T12:00:01Z,,Maxim,iButton,,,225.0,
1442,,2015-05-22T03:30:01Z,Sensor796,2014-12-02T11:00:01Z,,Maxim,iButton,,,225.0,
1443,,2014-06-30T22:30:01Z,Sensor774,2014-01-11T06:00:01Z,,Maxim,iButton,,,226.0,
1444,,2014-12-02T11:00:01Z,Sensor775,2014-07-09T12:00:01Z,,Maxim,iButton,,,226.0,
1445,,2015-05-22T03:30:01Z,Sensor776,2014-12-02T11:00:01Z,,Maxim,iButton,,,226.0,
1446,,2014-06-30T22:30:01Z,Sensor768,2014-01-11T06:00:01Z,,Maxim,iButton,,,227.0,
1447,,2014-12-02T11:00:01Z,Sensor769,2014-07-09T12:00:01Z,,Maxim,iButton,,,227.0,
1448,,2015-05-22T03:30:01Z,Sensor770,2014-12-02T11:00:01Z,,Maxim,iButton,,,227.0,
1449,,2014-06-30T22:30:01Z,Sensor771,2014-01-11T06:00:01Z,,Maxim,iButton,,,228.0,
1450,,2014-12-02T11:00:01Z,Sensor772,2014-07-09T12:00:01Z,,Maxim,iButton,,,228.0,
1451,,2015-05-22T03:30:01Z,Sensor773,2014-12-02T11:00:01Z,,Maxim,iButton,,,228.0,
1452,,2014-06-30T22:30:01Z,Sensor777,2014-01-11T06:00:01Z,,Maxim,iButton,,,229.0,
1453,,2014-12-02T11:00:01Z,Sensor778,2014-07-09T12:00:01Z,,Maxim,iButton,,,229.0,
1454,,2015-05-22T03:30:01Z,Sensor779,2014-12-02T11:00:01Z,,Maxim,iButton,,,229.0,
1455,,2014-06-30T22:30:01Z,Sensor788,2014-01-11T06:00:01Z,,Maxim,iButton,,,230.0,
1456,,2014-12-02T11:00:01Z,Sensor789,2014-07-09T12:00:01Z,,Maxim,iButton,,,230.0,
1457,,2015-05-22T03:30:01Z,Sensor790,2014-12-02T11:00:01Z,,Maxim,iButton,,,230.0,
1458,,2014-06-30T22:30:01Z,Sensor780,2014-01-11T06:00:01Z,,Maxim,iButton,,,231.0,
1459,,2014-12-11T22:30:01Z,Sensor781,2014-07-09T12:00:01Z,,Maxim,iButton,,,231.0,
1460,,2015-04-28T13:33:00Z,Sensor1289,2014-10-14T14:55:00Z,,RWE,Exterior motion detector,,,,17.0
1461,,2015-05-06T23:30:00Z,Sensor1245,2014-02-06T00:00:00Z,36.0,Smart Metering Solutions,Replacement gas meter,,,,
1462,,2015-06-23T20:00:00Z,Sensor1276,2014-03-20T12:30:00Z,37.0,CurrentCost,Mains clamp,,,,
1463,,2014-08-12T17:00:00Z,Sensor238,2014-02-08T06:00:00Z,,Onset,Hobo U12,362.0,,,
1464,,2015-06-10T04:00:00Z,Sensor239,2014-08-12T17:00:00Z,,Onset,Hobo U12,362.0,,,
1465,,2015-04-28T13:43:00Z,Sensor1366,2014-09-09T15:57:00Z,,RWE,Interior motion detector,362.0,,,
1466,,2014-08-12T17:00:00Z,Sensor244,2014-02-07T06:00:00Z,,Onset,Hobo pendant,363.0,,,
1467,,2015-07-10T08:00:00Z,Sensor245,2014-08-12T17:00:00Z,,Onset,Hobo pendant,363.0,,,
1468,,2014-08-12T17:00:00Z,Sensor236,2014-02-07T06:00:00Z,,Onset,Hobo pendant,364.0,,,
1469,,2015-07-10T07:45:00Z,Sensor237,2014-08-12T17:00:00Z,,Onset,Hobo pendant,364.0,,,
1470,,2015-04-28T13:38:00Z,Sensor1363,2014-09-23T11:28:00Z,,RWE,Interior motion detector,364.0,,,
1471,,2015-04-28T13:27:00Z,Sensor1365,2014-09-09T15:55:00Z,,RWE,Interior motion detector,364.0,,,
1472,,2014-08-12T17:00:00Z,Sensor240,2014-02-07T06:00:00Z,,Onset,Hobo U12,365.0,,,
1473,,2015-06-10T04:00:00Z,Sensor241,2014-08-12T17:00:00Z,,Onset,Hobo U12,365.0,,,
